子掉落ID	随机策略	随机次数	道具掉落ID	道具掉落权重	道具掉落数量区间
4032450	2		305	10000	2
4033000	2		305	10000	1
4033010	2		305	10000	1
4033020	2		305	10000	1
4033030	2		305	10000	1
4033040	2		305	10000	1
4033050	2		305	10000	1
4033200	2		305	10000	1
4033210	2		305	10000	1
4033220	2		305	10000	1
4033230	2		305	10000	1
4033240	2		305	10000	1
4033250	2		305	10000	1
4033400	2		305	10000	2
4033410	2		305	10000	2
4033420	2		305	10000	2
4033430	2		305	10000	2
4033440	2		305	10000	2
4033450	2		305	10000	2
4031201			201	3000	10
4031211			201	3000	10
4031221			201	3000	10
4031231			201	3000	10
4031241			201	3000	10
4031251			201	3000	10
4031401			201	3000	15
4031411			201	3000	15
4031421			201	3000	15
4031431			201	3000	15
4031441			201	3000	15
4031451			201	3000	15
4032401			201	3000	10
4032411			201	3000	10
4032421			201	3000	10
4032431			201	3000	10
4032441			201	3000	10
4032451			201	3000	10
4031001			202	10000	25,40
4031011			202	10000	25,40
4031021			202	10000	35,55
4031031			202	10000	35,55
4031041			202	10000	45,75
4031051			202	10000	45,75
4031201			202	7000	45,75
4031211			202	7000	45,75
4031221			202	7000	70,115
4031231			202	7000	70,115
4031241			202	7000	90,150
4031251			202	7000	90,150
4031401			202	7000	70,115
4031411			202	7000	70,115
4031421			202	7000	100,170
4031431			202	7000	100,170
4031441			202	7000	135,225
4031451			202	7000	135,225
4032201			202	10000	25,40
4032211			202	10000	25,40
4032221			202	10000	35,55
4032231			202	10000	35,55
4032241			202	10000	45,75
4032251			202	10000	45,75
4032401			202	7000	45,75
4032411			202	7000	45,75
4032421			202	7000	70,115
4032431			202	7000	70,115
4032441			202	7000	90,150
4032451			202	7000	90,150
4033001			202	10000	5,10
4033011			202	10000	5,10
4033021			202	10000	10,15
4033031			202	10000	10,15
4033041			202	10000	10,20
4033051			202	10000	10,20
4033201			202	10000	10,20
4033211			202	10000	10,20
4033221			202	10000	15,30
4033231			202	10000	15,30
4033241			202	10000	25,40
4033251			202	10000	25,40
4033401			202	10000	25,40
4033411			202	10000	25,40
4033421			202	10000	35,55
4033431			202	10000	35,55
4033441			202	10000	45,75
4033451			202	10000	45,75
4031012			202	2000	125,200
4031022			202	2000	175,275
4031032			202	2000	175,275
4031042			202	2000	225,375
4031052			202	2000	225,375
4031212			202	2000	225,375
4031222			202	2000	350,575
4031232			202	2000	350,575
4031242			202	2000	450,750
4031252			202	2000	450,750
4031412			202	2000	350,575
4031422			202	2000	500,850
4031432			202	2000	500,850
4031442			202	2000	675,1125
4031452			202	2000	675,1125
4032212			202	2000	125,200
4032222			202	2000	175,275
4032232			202	2000	175,275
4032242			202	2000	225,375
4032252			202	2000	225,375
4032412			202	2000	225,375
4032422			202	2000	350,575
4032432			202	2000	350,575
4032442			202	2000	450,750
4032452			202	2000	450,750
4033012			202	2000	25,50
4033022			202	2000	50,75
4033032			202	2000	50,75
4033042			202	2000	50,100
4033052			202	2000	50,100
4033212			202	2000	50,100
4033222			202	2000	75,150
4033232			202	2000	75,150
4033242			202	2000	125,200
4033252			202	2000	125,200
4033412			202	2000	125,200
4033422			202	2000	175,275
4033432			202	2000	175,275
4033442			202	2000	225,375
4033452			202	2000	225,375
4031012			104001	4000	2,2
4031022			104001	4000	2,2
4031032			104001	4000	2,2
4031042			104001	4000	3,5
4031052			104001	4000	3,5
4031212			104001	4000	3,5
4031222			104001	4000	3,5
4031232			104001	4000	3,5
4031242			104001	4000	6,10
4031252			104001	4000	6,10
4031412			104001	4000	5,7
4031422			104001	4000	5,7
4031432			104001	4000	5,7
4031442			104001	4000	10,14
4031452			104001	4000	10,14
4032212			104001	4000	2,2
4032222			104001	4000	2,2
4032232			104001	4000	2,2
4032242			104001	4000	3,5
4032252			104001	4000	3,5
4032412			104001	4000	3,5
4032422			104001	4000	3,5
4032432			104001	4000	3,5
4032442			104001	4000	6,10
4032452			104001	4000	6,10
4033012			104001	2000	1,1
4033022			104001	2000	1,1
4033032			104001	2000	1,1
4033042			104001	2000	2,2
4033052			104001	2000	2,2
4033212			104001	3000	1,1
4033222			104001	3000	1,1
4033232			104001	3000	1,1
4033242			104001	3000	2,2
4033252			104001	3000	2,2
4033412			104001	4000	2,2
4033422			104001	4000	2,2
4033432			104001	4000	2,2
4033442			104001	4000	3,5
4033452			104001	4000	3,5
4031022			104011	2000	2,2
4031032			104011	2000	2,2
4031042			104011	2000	3,5
4031052			104011	2000	3,5
4031222			104011	2000	3,5
4031232			104011	2000	3,5
4031242			104011	2000	6,10
4031252			104011	2000	6,10
4031422			104011	2000	5,7
4031432			104011	2000	5,7
4031442			104011	2000	10,14
4031452			104011	2000	10,14
4032222			104011	2000	2,2
4032232			104011	2000	2,2
4032242			104011	2000	3,5
4032252			104011	2000	3,5
4032422			104011	2000	3,5
4032432			104011	2000	3,5
4032442			104011	2000	6,10
4032452			104011	2000	6,10
4033222			104011	1500	1,1
4033232			104011	1500	1,1
4033242			104011	1500	2,2
4033252			104011	1500	2,2
4033422			104011	2000	2,2
4033432			104011	2000	2,2
4033442			104011	2000	3,5
4033452			104011	2000	3,5
4033012			100001	400	2,3
4033012			100011	267	2,3
4033012			100020	333	2,3
4033012			100051	333	2,3
4033012			100061	267	1,3
4033012			100062	133	1,3
4033012			100064	267	1,3
4033022			100001	400	2,3
4033022			100011	267	2,3
4033022			100020	333	2,3
4033022			100051	333	2,3
4033022			100061	267	1,3
4033022			100062	133	1,3
4033022			100064	267	1,3
4033032			100001	400	2,3
4033032			100011	267	2,3
4033032			100020	333	2,3
4033032			100051	333	2,3
4033032			100061	267	1,3
4033032			100062	133	1,3
4033032			100064	267	1,3
4033042			100001	400	2,3
4033042			100011	267	2,3
4033042			100020	333	2,3
4033042			100051	333	2,3
4033042			100061	267	1,3
4033042			100062	133	1,3
4033042			100064	267	1,3
4033052			100001	400	2,3
4033052			100011	267	2,3
4033052			100020	333	2,3
4033052			100051	333	2,3
4033052			100061	267	1,3
4033052			100062	133	1,3
4033052			100064	267	1,3
4033212			100001	400	2,3
4033212			100011	267	2,3
4033212			100020	333	2,3
4033212			100051	333	2,3
4033212			100061	267	1,3
4033212			100062	133	1,3
4033212			100064	267	1,3
4033222			100001	400	2,3
4033222			100011	267	2,3
4033222			100020	333	2,3
4033222			100051	333	2,3
4033222			100061	267	1,3
4033222			100062	133	1,3
4033222			100064	267	1,3
4033232			100001	400	2,3
4033232			100011	267	2,3
4033232			100020	333	2,3
4033232			100051	333	2,3
4033232			100061	267	1,3
4033232			100062	133	1,3
4033232			100064	267	1,3
4033242			100001	400	2,3
4033242			100011	267	2,3
4033242			100020	333	2,3
4033242			100051	333	2,3
4033242			100061	267	1,3
4033242			100062	133	1,3
4033242			100064	267	1,3
4033252			100001	400	2,3
4033252			100011	267	2,3
4033252			100020	333	2,3
4033252			100051	333	2,3
4033252			100061	267	1,3
4033252			100062	133	1,3
4033252			100064	267	1,3
4101			11201	667	1
4101			12201	667	1
4101			13201	667	1
4101			14201	667	1
4101			15201	667	1
4102			11201	234	1
4102			12201	234	1
4102			13201	234	1
4102			14201	234	1
4102			15201	234	1
4102			11301	100	1
4102			12301	25	1
4102			12303	75	1
4102			13301	100	1
4102			14301	100	1
4102			15301	100	1
4104			11301	100	1
4104			12301	25	1
4104			12303	75	1
4104			13301	100	1
4104			14301	100	1
4104			15301	100	1
4000020			100011	3000	1
4000020			100020	1500	1
4000020			100062	1500	1
4000020			202	4000	5,10
2011			60131	204	1
2011			60151	204	1
2011			52131	306	1
2011			52151	306	1
2011			59131	306	1
2011			59151	306	1
2011			60121	306	1
2011			60141	306	1
2011			60130	396	1
2011			60150	396	1
2011			52121	459	1
2011			52141	459	1
2011			59121	459	1
2011			59141	459	1
2011			52130	594	1
2011			52150	594	1
2011			59130	594	1
2011			59150	594	1
2011			60120	594	1
2011			60140	594	1
2011			51131	612	1
2011			51151	612	1
2011			53131	612	1
2011			53151	612	1
2011			52120	891	1
2011			52140	891	1
2011			59120	891	1
2011			59140	891	1
2011			51121	918	1
2011			51141	918	1
2011			53121	918	1
2011			53141	918	1
2011			51130	1188	1
2011			51150	1188	1
2011			53130	1188	1
2011			53150	1188	1
2011			51120	1782	1
2011			51140	1782	1
2011			53120	1782	1
2011			53140	1782	1
2011			52232	27	1
2011			52252	27	1
2011			54232	27	1
2011			54252	27	1
2011			55232	27	1
2011			55252	27	1
2011			60232	27	1
2011			60252	27	1
2011			62232	27	1
2011			62252	27	1
2011			63252	30	1
2011			59232	34	1
2011			59252	34	1
2011			61232	34	1
2011			61252	34	1
2011			63232	34	1
2011			52222	41	1
2011			52242	41	1
2011			54222	41	1
2011			54242	41	1
2011			55222	41	1
2011			55242	41	1
2011			60222	41	1
2011			60242	41	1
2011			62222	41	1
2011			62242	41	1
2011			51232	51	1
2011			51252	51	1
2011			53232	51	1
2011			53252	51	1
2011			59222	51	1
2011			59242	51	1
2011			61222	51	1
2011			61242	51	1
2011			63222	51	1
2011			63242	51	1
2011			52231	53	1
2011			52251	53	1
2011			54231	53	1
2011			54251	53	1
2011			55231	53	1
2011			55251	53	1
2011			60231	53	1
2011			60251	53	1
2011			62231	53	1
2011			62251	53	1
2011			59231	66	1
2011			59251	66	1
2011			61231	66	1
2011			61251	66	1
2011			63231	66	1
2011			63251	66	1
2011			51222	77	1
2011			51242	77	1
2011			53222	77	1
2011			53242	77	1
2011			52221	79	1
2011			52241	79	1
2011			54221	79	1
2011			54241	79	1
2011			55221	79	1
2011			55241	79	1
2011			60221	79	1
2011			60241	79	1
2011			62221	79	1
2011			62241	79	1
2011			52230	80	1
2011			52250	80	1
2011			54230	80	1
2011			54250	80	1
2011			55230	80	1
2011			55250	80	1
2011			60230	80	1
2011			60250	80	1
2011			62230	80	1
2011			62250	80	1
2011			51231	99	1
2011			51251	99	1
2011			53231	99	1
2011			53251	99	1
2011			59221	99	1
2011			59241	99	1
2011			61221	99	1
2011			61241	99	1
2011			63221	99	1
2011			63241	99	1
2011			59230	100	1
2011			59250	100	1
2011			61230	100	1
2011			61250	100	1
2011			63230	100	1
2011			63250	100	1
2011			52220	120	1
2011			52240	120	1
2011			54220	120	1
2011			54240	120	1
2011			55220	120	1
2011			55240	120	1
2011			60220	120	1
2011			60240	120	1
2011			62220	120	1
2011			62240	120	1
2011			51221	149	1
2011			51241	149	1
2011			53221	149	1
2011			53241	149	1
2011			51230	150	1
2011			51250	150	1
2011			53230	150	1
2011			53250	150	1
2011			59220	150	1
2011			59240	150	1
2011			61220	150	1
2011			61240	150	1
2011			63220	150	1
2011			63240	150	1
2011			51220	225	1
2011			51240	225	1
2011			53220	225	1
2011			53240	225	1
2022			51110	317	1
2022			51111	163	1
2022			51120	515	1
2022			51121	265	1
2022			51130	317	1
2022			51131	163	1
2022			51140	515	1
2022			51141	265	1
2022			51150	317	1
2022			51151	163	1
2022			52110	158	1
2022			52111	82	1
2022			52120	257	1
2022			52121	133	1
2022			52130	158	1
2022			52131	82	1
2022			52140	257	1
2022			52141	133	1
2022			52150	158	1
2022			52151	82	1
2022			53110	317	1
2022			53111	163	1
2022			53120	515	1
2022			53121	265	1
2022			53130	317	1
2022			53131	163	1
2022			53140	515	1
2022			53141	265	1
2022			53150	317	1
2022			53151	163	1
2022			59110	158	1
2022			59111	82	1
2022			59120	257	1
2022			59121	133	1
2022			59130	158	1
2022			59131	82	1
2022			59140	257	1
2022			59141	133	1
2022			59150	158	1
2022			59151	82	1
2022			60110	106	1
2022			60111	54	1
2022			60120	172	1
2022			60121	88	1
2022			60130	106	1
2022			60131	54	1
2022			60140	172	1
2022			60141	88	1
2022			60150	106	1
2022			60151	54	1
2022			51210	120	1
2022			51211	79	1
2022			51212	41	1
2022			52210	64	1
2022			52211	42	1
2022			52212	22	1
2022			53210	120	1
2022			53211	79	1
2022			53212	41	1
2022			54210	64	1
2022			54211	42	1
2022			54212	22	1
2022			55210	64	1
2022			55211	42	1
2022			55212	22	1
2022			59210	80	1
2022			59211	53	1
2022			59212	27	1
2022			60210	64	1
2022			60211	42	1
2022			60212	22	1
2022			61210	80	1
2022			61211	53	1
2022			61212	27	1
2022			62210	64	1
2022			62211	42	1
2022			62212	22	1
2022			63210	80	1
2022			63211	53	1
2022			63212	27	1
2022			51230	120	1
2022			51231	79	1
2022			51232	41	1
2022			52230	64	1
2022			52231	42	1
2022			52232	22	1
2022			53230	120	1
2022			53231	79	1
2022			53232	41	1
2022			54230	64	1
2022			54231	42	1
2022			54232	22	1
2022			55230	64	1
2022			55231	42	1
2022			55232	22	1
2022			59230	80	1
2022			59231	53	1
2022			59232	27	1
2022			60230	64	1
2022			60231	42	1
2022			60232	22	1
2022			61230	80	1
2022			61231	53	1
2022			61232	27	1
2022			62230	64	1
2022			62231	42	1
2022			62232	22	1
2022			63230	80	1
2022			63231	53	1
2022			63232	27	1
2022			51240	195	1
2022			51241	129	1
2022			51242	66	1
2022			52240	104	1
2022			52241	69	1
2022			52242	35	1
2022			53240	195	1
2022			53241	129	1
2022			53242	66	1
2022			54240	104	1
2022			54241	69	1
2022			54242	35	1
2022			55240	104	1
2022			55241	69	1
2022			55242	35	1
2022			59240	130	1
2022			59241	86	1
2022			59242	44	1
2022			60240	104	1
2022			60241	69	1
2022			60242	35	1
2022			61240	130	1
2022			61241	86	1
2022			61242	44	1
2022			62240	104	1
2022			62241	69	1
2022			62242	35	1
2022			63240	130	1
2022			63241	86	1
2022			63242	44	1
2022			51250	120	1
2022			51251	79	1
2022			51252	41	1
2022			52250	64	1
2022			52251	42	1
2022			52252	22	1
2022			53250	120	1
2022			53251	79	1
2022			53252	41	1
2022			54250	64	1
2022			54251	42	1
2022			54252	22	1
2022			55250	64	1
2022			55251	42	1
2022			55252	22	1
2022			59250	80	1
2022			59251	53	1
2022			59252	27	1
2022			60250	64	1
2022			60251	42	1
2022			60252	22	1
2022			61250	80	1
2022			61251	53	1
2022			61252	27	1
2022			62250	64	1
2022			62251	42	1
2022			62252	22	1
2022			63250	80	1
2022			63251	53	1
2022			63252	27	1
2022			51220	195	1
2022			51221	129	1
2022			51222	66	1
2022			52220	104	1
2022			52221	69	1
2022			52222	35	1
2022			53220	195	1
2022			53221	129	1
2022			53222	66	1
2022			54220	104	1
2022			54221	69	1
2022			54222	35	1
2022			55220	104	1
2022			55221	69	1
2022			55222	35	1
2022			59220	130	1
2022			59221	86	1
2022			59222	44	1
2022			60220	104	1
2022			60221	69	1
2022			60222	35	1
2022			61220	130	1
2022			61221	86	1
2022			61222	44	1
2022			62220	104	1
2022			62221	69	1
2022			62222	35	1
2022			63220	130	1
2022			63221	86	1
2022			63222	44	1
4103			11101	1333	1
4103			11201	667	1
4103			14101	1333	1
4103			14201	667	1
4103			15101	1333	1
4103			15201	667	1
2021			60131	204	1
2021			60151	204	1
2021			52131	306	1
2021			52151	306	1
2021			59131	306	1
2021			59151	306	1
2021			60121	306	1
2021			60141	306	1
2021			60130	396	1
2021			60150	396	1
2021			52121	459	1
2021			52141	459	1
2021			59121	459	1
2021			59141	459	1
2021			52130	594	1
2021			52150	594	1
2021			59130	594	1
2021			59150	594	1
2021			60120	594	1
2021			60140	594	1
2021			51131	612	1
2021			51151	612	1
2021			53131	612	1
2021			53151	612	1
2021			52120	891	1
2021			52140	891	1
2021			59120	891	1
2021			59140	891	1
2021			51121	918	1
2021			51141	918	1
2021			53121	918	1
2021			53141	918	1
2021			51130	1188	1
2021			51150	1188	1
2021			53130	1188	1
2021			53150	1188	1
2021			51120	1782	1
2021			51140	1782	1
2021			53120	1782	1
2021			53140	1782	1
2021			52232	81	1
2021			52252	81	1
2021			54232	81	1
2021			54252	81	1
2021			55232	81	1
2021			55252	81	1
2021			60232	81	1
2021			60252	81	1
2021			62232	81	1
2021			62252	81	1
2021			63252	90	1
2021			59232	102	1
2021			59252	102	1
2021			61232	102	1
2021			61252	102	1
2021			63232	102	1
2021			52222	123	1
2021			52242	123	1
2021			54222	123	1
2021			54242	123	1
2021			55222	123	1
2021			55242	123	1
2021			60222	123	1
2021			60242	123	1
2021			62222	123	1
2021			62242	123	1
2021			51232	153	1
2021			51252	153	1
2021			53232	153	1
2021			53252	153	1
2021			59222	153	1
2021			59242	153	1
2021			61222	153	1
2021			61242	153	1
2021			63222	153	1
2021			63242	153	1
2021			52231	159	1
2021			52251	159	1
2021			54231	159	1
2021			54251	159	1
2021			55231	159	1
2021			55251	159	1
2021			60231	159	1
2021			60251	159	1
2021			62231	159	1
2021			62251	159	1
2021			59231	198	1
2021			59251	198	1
2021			61231	198	1
2021			61251	198	1
2021			63231	198	1
2021			63251	198	1
2021			51222	231	1
2021			51242	231	1
2021			53222	231	1
2021			53242	231	1
2021			52221	237	1
2021			52241	237	1
2021			54221	237	1
2021			54241	237	1
2021			55221	237	1
2021			55241	237	1
2021			60221	237	1
2021			60241	237	1
2021			62221	237	1
2021			62241	237	1
2021			52230	240	1
2021			52250	240	1
2021			54230	240	1
2021			54250	240	1
2021			55230	240	1
2021			55250	240	1
2021			60230	240	1
2021			60250	240	1
2021			62230	240	1
2021			62250	240	1
2021			51231	297	1
2021			51251	297	1
2021			53231	297	1
2021			53251	297	1
2021			59221	297	1
2021			59241	297	1
2021			61221	297	1
2021			61241	297	1
2021			63221	297	1
2021			63241	297	1
2021			59230	300	1
2021			59250	300	1
2021			61230	300	1
2021			61250	300	1
2021			63230	300	1
2021			63250	300	1
2021			52220	360	1
2021			52240	360	1
2021			54220	360	1
2021			54240	360	1
2021			55220	360	1
2021			55240	360	1
2021			60220	360	1
2021			60240	360	1
2021			62220	360	1
2021			62240	360	1
2021			51221	447	1
2021			51241	447	1
2021			53221	447	1
2021			53241	447	1
2021			51230	450	1
2021			51250	450	1
2021			53230	450	1
2021			53250	450	1
2021			59220	450	1
2021			59240	450	1
2021			61220	450	1
2021			61240	450	1
2021			63220	450	1
2021			63240	450	1
2021			51220	675	1
2021			51240	675	1
2021			53220	675	1
2021			53240	675	1
2012			51110	951	1
2012			51111	489	1
2012			51120	1545	1
2012			51121	795	1
2012			51130	951	1
2012			51131	489	1
2012			51140	1545	1
2012			51141	795	1
2012			51150	951	1
2012			51151	489	1
2012			52110	474	1
2012			52111	246	1
2012			52120	771	1
2012			52121	399	1
2012			52130	474	1
2012			52131	246	1
2012			52140	771	1
2012			52141	399	1
2012			52150	474	1
2012			52151	246	1
2012			53110	951	1
2012			53111	489	1
2012			53120	1545	1
2012			53121	795	1
2012			53130	951	1
2012			53131	489	1
2012			53140	1545	1
2012			53141	795	1
2012			53150	951	1
2012			53151	489	1
2012			59110	474	1
2012			59111	246	1
2012			59120	771	1
2012			59121	399	1
2012			59130	474	1
2012			59131	246	1
2012			59140	771	1
2012			59141	399	1
2012			59150	474	1
2012			59151	246	1
2012			60110	318	1
2012			60111	162	1
2012			60120	516	1
2012			60121	264	1
2012			60130	318	1
2012			60131	162	1
2012			60140	516	1
2012			60141	264	1
2012			60150	318	1
2012			60151	162	1
2012			51210	120	1
2012			51211	79	1
2012			51212	41	1
2012			52210	64	1
2012			52211	42	1
2012			52212	22	1
2012			53210	120	1
2012			53211	79	1
2012			53212	41	1
2012			54210	64	1
2012			54211	42	1
2012			54212	22	1
2012			55210	64	1
2012			55211	42	1
2012			55212	22	1
2012			59210	80	1
2012			59211	53	1
2012			59212	27	1
2012			60210	64	1
2012			60211	42	1
2012			60212	22	1
2012			61210	80	1
2012			61211	53	1
2012			61212	27	1
2012			62210	64	1
2012			62211	42	1
2012			62212	22	1
2012			63210	80	1
2012			63211	53	1
2012			63212	27	1
2012			51230	120	1
2012			51231	79	1
2012			51232	41	1
2012			52230	64	1
2012			52231	42	1
2012			52232	22	1
2012			53230	120	1
2012			53231	79	1
2012			53232	41	1
2012			54230	64	1
2012			54231	42	1
2012			54232	22	1
2012			55230	64	1
2012			55231	42	1
2012			55232	22	1
2012			59230	80	1
2012			59231	53	1
2012			59232	27	1
2012			60230	64	1
2012			60231	42	1
2012			60232	22	1
2012			61230	80	1
2012			61231	53	1
2012			61232	27	1
2012			62230	64	1
2012			62231	42	1
2012			62232	22	1
2012			63230	80	1
2012			63231	53	1
2012			63232	27	1
2012			51240	195	1
2012			51241	129	1
2012			51242	66	1
2012			52240	104	1
2012			52241	69	1
2012			52242	35	1
2012			53240	195	1
2012			53241	129	1
2012			53242	66	1
2012			54240	104	1
2012			54241	69	1
2012			54242	35	1
2012			55240	104	1
2012			55241	69	1
2012			55242	35	1
2012			59240	130	1
2012			59241	86	1
2012			59242	44	1
2012			60240	104	1
2012			60241	69	1
2012			60242	35	1
2012			61240	130	1
2012			61241	86	1
2012			61242	44	1
2012			62240	104	1
2012			62241	69	1
2012			62242	35	1
2012			63240	130	1
2012			63241	86	1
2012			63242	44	1
2012			51250	120	1
2012			51251	79	1
2012			51252	41	1
2012			52250	64	1
2012			52251	42	1
2012			52252	22	1
2012			53250	120	1
2012			53251	79	1
2012			53252	41	1
2012			54250	64	1
2012			54251	42	1
2012			54252	22	1
2012			55250	64	1
2012			55251	42	1
2012			55252	22	1
2012			59250	80	1
2012			59251	53	1
2012			59252	27	1
2012			60250	64	1
2012			60251	42	1
2012			60252	22	1
2012			61250	80	1
2012			61251	53	1
2012			61252	27	1
2012			62250	64	1
2012			62251	42	1
2012			62252	22	1
2012			63250	80	1
2012			63251	53	1
2012			63252	27	1
2012			51220	195	1
2012			51221	129	1
2012			51222	66	1
2012			52220	104	1
2012			52221	69	1
2012			52222	35	1
2012			53220	195	1
2012			53221	129	1
2012			53222	66	1
2012			54220	104	1
2012			54221	69	1
2012			54222	35	1
2012			55220	104	1
2012			55221	69	1
2012			55222	35	1
2012			59220	130	1
2012			59221	86	1
2012			59222	44	1
2012			60220	104	1
2012			60221	69	1
2012			60222	35	1
2012			61220	130	1
2012			61221	86	1
2012			61222	44	1
2012			62220	104	1
2012			62221	69	1
2012			62222	35	1
2012			63220	130	1
2012			63221	86	1
2012			63222	44	1
1800010			101	10000	20
1800020			101	10000	22
1810010			104001	10000	2
2031			52232	27	1
2031			52252	27	1
2031			54232	27	1
2031			54252	27	1
2031			55232	27	1
2031			55252	27	1
2031			60232	27	1
2031			60252	27	1
2031			62232	27	1
2031			62252	27	1
2031			63252	30	1
2031			59232	34	1
2031			59252	34	1
2031			61232	34	1
2031			61252	34	1
2031			63232	34	1
2031			52222	41	1
2031			52242	41	1
2031			54222	41	1
2031			54242	41	1
2031			55222	41	1
2031			55242	41	1
2031			60222	41	1
2031			60242	41	1
2031			62222	41	1
2031			62242	41	1
2031			51232	51	1
2031			51252	51	1
2031			53232	51	1
2031			53252	51	1
2031			59222	51	1
2031			59242	51	1
2031			61222	51	1
2031			61242	51	1
2031			63222	51	1
2031			63242	51	1
2031			52231	53	1
2031			52251	53	1
2031			54231	53	1
2031			54251	53	1
2031			55231	53	1
2031			55251	53	1
2031			60231	53	1
2031			60251	53	1
2031			62231	53	1
2031			62251	53	1
2031			59231	66	1
2031			59251	66	1
2031			61231	66	1
2031			61251	66	1
2031			63231	66	1
2031			63251	66	1
2031			51222	77	1
2031			51242	77	1
2031			53222	77	1
2031			53242	77	1
2031			52221	79	1
2031			52241	79	1
2031			54221	79	1
2031			54241	79	1
2031			55221	79	1
2031			55241	79	1
2031			60221	79	1
2031			60241	79	1
2031			62221	79	1
2031			62241	79	1
2031			51231	99	1
2031			51251	99	1
2031			53231	99	1
2031			53251	99	1
2031			59221	99	1
2031			59241	99	1
2031			61221	99	1
2031			61241	99	1
2031			63221	99	1
2031			63241	99	1
2031			51221	149	1
2031			51241	149	1
2031			53221	149	1
2031			53241	149	1
2032			51211	79	1
2032			51212	41	1
2032			52211	42	1
2032			52212	22	1
2032			53211	79	1
2032			53212	41	1
2032			54211	42	1
2032			54212	22	1
2032			55211	42	1
2032			55212	22	1
2032			59211	53	1
2032			59212	27	1
2032			60211	42	1
2032			60212	22	1
2032			61211	53	1
2032			61212	27	1
2032			62211	42	1
2032			62212	22	1
2032			63211	53	1
2032			63212	27	1
2032			51231	79	1
2032			51232	41	1
2032			52231	42	1
2032			52232	22	1
2032			53231	79	1
2032			53232	41	1
2032			54231	42	1
2032			54232	22	1
2032			55231	42	1
2032			55232	22	1
2032			59231	53	1
2032			59232	27	1
2032			60231	42	1
2032			60232	22	1
2032			61231	53	1
2032			61232	27	1
2032			62231	42	1
2032			62232	22	1
2032			63231	53	1
2032			63232	27	1
2032			51241	129	1
2032			51242	66	1
2032			52241	69	1
2032			52242	35	1
2032			53241	129	1
2032			53242	66	1
2032			54241	69	1
2032			54242	35	1
2032			55241	69	1
2032			55242	35	1
2032			59241	86	1
2032			59242	44	1
2032			60241	69	1
2032			60242	35	1
2032			61241	86	1
2032			61242	44	1
2032			62241	69	1
2032			62242	35	1
2032			63241	86	1
2032			63242	44	1
2032			51251	79	1
2032			51252	41	1
2032			52251	42	1
2032			52252	22	1
2032			53251	79	1
2032			53252	41	1
2032			54251	42	1
2032			54252	22	1
2032			55251	42	1
2032			55252	22	1
2032			59251	53	1
2032			59252	27	1
2032			60251	42	1
2032			60252	22	1
2032			61251	53	1
2032			61252	27	1
2032			62251	42	1
2032			62252	22	1
2032			63251	53	1
2032			63252	27	1
2032			51221	129	1
2032			51222	66	1
2032			52221	69	1
2032			52222	35	1
2032			53221	129	1
2032			53222	66	1
2032			54221	69	1
2032			54222	35	1
2032			55221	69	1
2032			55222	35	1
2032			59221	86	1
2032			59222	44	1
2032			60221	69	1
2032			60222	35	1
2032			61221	86	1
2032			61222	44	1
2032			62221	69	1
2032			62222	35	1
2032			63221	86	1
2032			63222	44	1
4032630	2		102	10000	45
4032640	2		102	10000	60
4032650	2		102	10000	60
4032630	2		101	10000	1350
4032640	2		101	10000	1800
4032650	2		101	10000	1800
4032630	2		305	10000	3
4032640	2		305	10000	3
4032650	2		305	10000	3
4032631			201	3000	15
4032641			201	3000	15
4032651			201	3000	15
4032631			202	7000	100,170
4032641			202	7000	135,225
4032651			202	7000	135,225
4032830	2		102	10000	45
4032830	2		101	10000	1350
4032830	2		305	10000	4
4032830	2		201	10000	30
4032830	2		11302	10000	1
4030201	2		60241	10000	1
4030211	2		60221	10000	1
4032632	2		15301	10000	1
4032642	2		12303	10000	1
4032652	2		13301	10000	1
2331		3	52232	27	1
2331		3	52252	27	1
2331		3	54232	27	1
2331		3	54252	27	1
2331		3	55232	27	1
2331		3	55252	27	1
2331		3	60232	27	1
2331		3	60252	27	1
2331		3	62232	27	1
2331		3	62252	27	1
2331		3	63252	30	1
2331		3	59232	34	1
2331		3	59252	34	1
2331		3	61232	34	1
2331		3	61252	34	1
2331		3	63232	34	1
2331		3	52222	41	1
2331		3	52242	41	1
2331		3	54222	41	1
2331		3	54242	41	1
2331		3	55222	41	1
2331		3	55242	41	1
2331		3	60222	41	1
2331		3	60242	41	1
2331		3	62222	41	1
2331		3	62242	41	1
2331		3	51232	51	1
2331		3	51252	51	1
2331		3	53232	51	1
2331		3	53252	51	1
2331		3	59222	51	1
2331		3	59242	51	1
2331		3	61222	51	1
2331		3	61242	51	1
2331		3	63222	51	1
2331		3	63242	51	1
2331		3	52231	53	1
2331		3	52251	53	1
2331		3	54231	53	1
2331		3	54251	53	1
2331		3	55231	53	1
2331		3	55251	53	1
2331		3	60231	53	1
2331		3	60251	53	1
2331		3	62231	53	1
2331		3	62251	53	1
2331		3	59231	66	1
2331		3	59251	66	1
2331		3	61231	66	1
2331		3	61251	66	1
2331		3	63231	66	1
2331		3	63251	66	1
2331		3	51222	77	1
2331		3	51242	77	1
2331		3	53222	77	1
2331		3	53242	77	1
2331		3	52221	79	1
2331		3	52241	79	1
2331		3	54221	79	1
2331		3	54241	79	1
2331		3	55221	79	1
2331		3	55241	79	1
2331		3	60221	79	1
2331		3	60241	79	1
2331		3	62221	79	1
